call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,canonical_rung,factorial_bits,present_evidence_ids,missing_evidence_ids,leakage_expected,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error
C-6276072c59efa96a77eb,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_LEAKY_L4,legacy_leaky_positive_control,L4,,M0;M1;M2;M3;M4,M5;M6;M7,1,2,1672162981,ok,f97ebde1e6429686b36a4e3e26927467154047a34ff2566472451ed096a6e69b,db61a42048e3635bbc87a6f25cd8328c8bb3e3aa0698a40540f1518daae8590b,LEAKY-L4-db61a42048e3,2026-08-25T11:12:41.107661+00:00,2026-08-25T11:14:44.469692+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2496,132,0,0.0,0,
C-74cd95a3c783dd73f877,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,4,1979890972,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T11:14:44.485243+00:00,2026-08-25T11:15:59.412882+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4496,126,0,0.0,0,
C-1b2c9ed813b11bd15e6e,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,3,476169809,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T11:15:59.426023+00:00,2026-08-25T11:17:06.039686+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2247,162,0,0.0,0,
C-481d97317393868227b0,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,2,1230159530,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T11:17:06.055560+00:00,2026-08-25T11:18:13.593382+00:00,deepseek-v4-pro,remote_provider,3021,4098,3884,0.0202158,0,
C-d11f2f84cbd4fbc07d84,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,1,3528742653,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T11:18:13.612429+00:00,2026-08-25T11:19:11.140689+00:00,deepseek-v4-pro,remote_provider,1313,3491,3308,0.01555752,0,
C-74fefe3c34516f34b3a9,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_LEAKY_L5,legacy_leaky_positive_control,L5,,M0;M1;M2;M3;M4;M5,M6;M7,1,1,1983129013,ok,f77295f886b2365f1860ba3808cce3dce09c7386ae88ccd47a41b39050686241,b0c840db4bc1657f9fc11f6424c34f1ac00df35c8d9541800d5ceb54689658a1,LEAKY-L5-b0c840db4bc1,2026-08-25T11:19:11.159955+00:00,2026-08-25T11:21:26.927731+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2770,179,0,0.0,0,
C-19a05758de4f68d82171,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0110,factorial,,0110,M0;M1;M2;M3;M5;M6,M4;M7,0,1,450199249,ok,f90ad143ef214dc0cb276b6c3252b398bc922eb2ed46cd94539b70ca820b7acf,84ed179caed53b02482f221e141e302b1ca8ef6d7430ac188d9fdff23a191d20,AUDIT-e2c3b8fa85498425,2026-08-25T11:21:26.942446+00:00,2026-08-25T11:22:18.207733+00:00,deepseek-v4-pro,remote_provider,2768,2977,2824,0.01544268,0,
C-f07a34cdd65c7997546f,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,9,4054801478,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T11:22:18.230433+00:00,2026-08-25T11:23:16.374687+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,3441,169,0,0.0,0,
C-20e7d40b0042370dadcd,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,P_L1,canonical,L1,,M0;M1,M2;M3;M4;M5;M6;M7,0,1,572324740,ok,1dd640da5b51325201d16d348a713330d728a9eae3506a1e5f7c35a3e10e2bb9,9f13d811b3d2d4582f107d7d5525b4500d3b759a3bd2da04b68b2b6488ffdc75,AUDIT-1363cdc51069b42b,2026-08-25T11:23:16.392594+00:00,2026-08-25T11:23:51.808861+00:00,deepseek-v4-pro,remote_provider,1147,2072,1863,0.00971916,0,
C-0782baa1848efdb685f7,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,1,146268698,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T11:23:51.822270+00:00,2026-08-25T11:24:07.168906+00:00,gpt-5.6-terra,remote_provider,3512,709,516,0.015532,0,
C-8ff15cdfdec37638c996,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,8,2435220568,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T11:24:07.178537+00:00,2026-08-25T11:24:17.188299+00:00,gpt-5.6-terra,remote_provider,3512,386,199,0.011656,0,
C-3f958336cb51bea74f86,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,2,1087023791,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T11:24:17.199637+00:00,2026-08-25T11:24:25.563405+00:00,gpt-5.6-terra,remote_provider,3512,453,285,0.01246,0,
C-8bb03b14e200535c2f18,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L5,legacy_leaky_positive_control,L5,,M0;M1;M2;M3;M4;M5,M6;M7,1,1,2363843213,ok,f77295f886b2365f1860ba3808cce3dce09c7386ae88ccd47a41b39050686241,b0c840db4bc1657f9fc11f6424c34f1ac00df35c8d9541800d5ceb54689658a1,LEAKY-L5-b0c840db4bc1,2026-08-25T11:24:25.572584+00:00,2026-08-25T11:25:55.089652+00:00,deepseek-v4-pro,remote_provider,1066,5876,5631,0.02467608,0,
C-af8675610d58bcff32aa,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,P_L0,canonical,L0,,M0,M1;M2;M3;M4;M5;M6;M7,0,10,2965085402,ok,a6caed7c42896c0f99a47f3cbbc548b28e9c43116ffb7c09410af499a777eb8c,7a3b50ed6198b02a0e166807e745e3f52e54ac0a8b19948d97142c39aea73c65,AUDIT-b17d123fb89219a9,2026-08-25T11:25:55.107975+00:00,2026-08-25T11:25:59.822597+00:00,gpt-5.6-terra,remote_provider,1056,136,0,0.003744,0,
C-554a6ecedfc4b05ed7e0,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1011,factorial,,1011,M0;M1;M2;M3;M4;M6;M7,M5,0,7,1451202119,ok,950fb415ee79c742cdbdbf562e8b185bb5e287f06d66be8b33ad0939c028c5dd,53b17c3fd2cbf24e5cf0d125fd141542fc6a6fe2d3cd78e4d80f5c7bf8c578d2,AUDIT-74f56c650c4216b5,2026-08-25T11:25:59.831220+00:00,2026-08-25T11:27:27.163396+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,6097,162,0,0.0,0,
C-63c161abea90591366e7,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L1,legacy_leaky_positive_control,L1,,M0;M1,M2;M3;M4;M5;M6;M7,1,1,1693878564,ok,ff4e061b7f6259569cd77f159d65ce07f6488ef0298badc9bb2e7a75f32ac839,1c6bfd288f36700e99177a566d8b988a65bfe18fc876e6929f8bef035caa8102,LEAKY-L1-1c6bfd288f36,2026-08-25T11:27:27.178940+00:00,2026-08-25T11:27:35.191479+00:00,gpt-5.6-terra,remote_provider,831,423,205,0.006738,0,
C-4dbae0cd84a6642d0997,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_EMPTY_L3,evidence_free_negative_control,L3,,,M0;M1;M2;M3;M4;M5;M6;M7,0,1,1324353606,ok,42bb351f30546e7271059aaf986387f4c33eea3ddad572667dfa6def7846a6c1,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-4c3404de66a64fb7,2026-08-25T11:27:35.202567+00:00,2026-08-25T11:27:42.697030+00:00,deepseek-v4-pro,remote_provider,786,401,282,0.00262548,0,
C-5334d75535d4bef610ff,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0011,factorial,,0011,M0;M1;M2;M3;M6;M7,M4;M5,0,3,1416232654,ok,263e9c6d54c9c90b1e9539da6b4cae23bf6f332066daa4241f620a01d94592ff,80f9a47fa46f7077285a38a38d7209c3053f0384b7c3f0b0d26cbed059878df0,AUDIT-8f34365179607a4d,2026-08-25T11:27:42.708340+00:00,2026-08-25T11:29:29.674715+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4060,131,0,0.0,0,
C-f23fe7c7acb59e3feb7d,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,7,4084535104,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T11:29:29.684218+00:00,2026-08-25T11:32:06.703385+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5771,117,0,0.0,0,
C-aa2eac0ee772cb76583e,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L0,evidence_free_negative_control,L0,,,M0;M1;M2;M3;M4;M5;M6;M7,0,3,2875446151,ok,e2b95d9bcb5c3c3666edcc69361173a763f537e0bb87773d5fb27730ea911f68,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-59bbaf3082a51e71,2026-08-25T11:32:06.716800+00:00,2026-08-25T11:32:11.322170+00:00,gpt-5.6-terra,remote_provider,866,103,0,0.002968,0,
C-d9b5365485e6cccef0d7,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1100,factorial,L5,1100,M0;M1;M2;M3;M4;M5,M6;M7,0,7,3672792525,ok,03bc04c56ecb370cb3440d65040c48a6d9f2693750a4577d667f268963510f72,e71683daa41c398ceefa2a6658ee3eaf6031e2300d74c93da74cb8e14f8654d2,AUDIT-7ecb70dac5ade176,2026-08-25T11:32:11.334698+00:00,2026-08-25T11:33:37.680586+00:00,deepseek-v4-pro,remote_provider,4114,5072,4897,0.0255156,0,
C-0e07fc5e6590a5038cea,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,2,255665111,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T11:33:37.696459+00:00,2026-08-25T11:34:58.693729+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5686,128,0,0.0,0,
C-b955f3975c4234a0b40e,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,2,3129678608,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T11:34:58.709028+00:00,2026-08-25T11:35:46.026818+00:00,deepseek-v4-pro,remote_provider,3527,2827,2631,0.01585056,0,
C-da5ecf7eadcf6f1c937f,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,2,3683907319,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T11:35:46.041361+00:00,2026-08-25T11:35:51.987787+00:00,gpt-5.6-terra,remote_provider,1380,249,92,0.005748,0,
C-4b0f0cdc73316236dfe9,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_LEAKY_L3,legacy_leaky_positive_control,L3,,M0;M1;M2;M3,M4;M5;M6;M7,1,2,1279538261,ok,0a23d407a65b4f92d0e731179a5a85dcbb5430253a75efa5a7fa79940f422554,74f068789a54eaab7e9bb5b3e3e666dcb33211993bd31a517744f5b3864b23c4,LEAKY-L3-74f068789a54,2026-08-25T11:35:51.999698+00:00,2026-08-25T11:38:27.855725+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2808,121,0,0.0,0,
C-be1edd1509f7864572f5,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,2,3209954446,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T11:38:27.869523+00:00,2026-08-25T11:39:17.455406+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4496,126,0,0.0,0,
C-75c502ee236bbab838b1,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_EMPTY_L7,evidence_free_negative_control,L7,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,1996106343,ok,bc2b9ff8fe2fca63e422ee1bffd758a931430bec9b50d2d07c5df7841a950261,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-bd0da7432cd51aa6,2026-08-25T11:39:17.467232+00:00,2026-08-25T11:39:28.841542+00:00,deepseek-v4-pro,remote_provider,785,660,513,0.0036498,0,
C-d664a637f8520770f76d,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,10,3617181104,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T11:39:28.855731+00:00,2026-08-25T11:39:36.226724+00:00,gpt-5.6-terra,remote_provider,1538,315,162,0.006856,0,
C-173081dc456fc48d01bd,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,10,409315669,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T11:39:36.239103+00:00,2026-08-25T11:39:44.481453+00:00,gpt-5.6-terra,remote_provider,3186,312,152,0.010116,0,
C-62437d3f2ccc6faafe34,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L2,legacy_leaky_positive_control,L2,,M0;M1;M2,M3;M4;M5;M6;M7,1,2,1668850872,ok,b0564a30a8df7a7c0b3c9a2f255940a88e740cacc854c4436ecbb39e6120c177,2c70956c1b516ac336a2586137e5110594e8f7fdffa8e118d4ed7ac13271a1e3,LEAKY-L2-2c70956c1b51,2026-08-25T11:39:44.490183+00:00,2026-08-25T11:42:05.752405+00:00,deepseek-v4-pro,remote_provider,811,8671,8478,0.03540768,0,
C-9939517d798292b7b545,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,4,2590931190,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T11:42:05.767292+00:00,2026-08-25T11:42:12.217618+00:00,gpt-5.6-terra,remote_provider,2994,253,90,0.009024,0,
C-08978bf222cb3a950968,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1111,factorial,L7,1111,M0;M1;M2;M3;M4;M5;M6;M7,,0,5,164410219,ok,ddfbfb322390b50d96f76f4d704858aefd2166d044e81a4fdfeb297508e27883,1e35fbcf630ead817cce4f2157fe35609b5577db62bad4162bd6d33a33f42a1f,AUDIT-8b3975402af42492,2026-08-25T11:42:12.234843+00:00,2026-08-25T11:42:43.852925+00:00,gpt-5.6-terra,remote_provider,5164,338,166,0.014384,0,
C-8f2095f56aa69c23fdf8,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0010,factorial,,0010,M0;M1;M2;M3;M6,M4;M5;M7,0,6,2421538158,ok,cd0600100543486ec9f3dada4e8a9986d622cc7917000c66e0557ba3c3a7b7b9,a9212d75c49a53df2360ca784ed055893f70fb8428476b2fce3223234cfa3a95,AUDIT-76a57b51349622ec,2026-08-25T11:42:43.868489+00:00,2026-08-25T11:43:25.928399+00:00,deepseek-v4-pro,remote_provider,1671,2437,2202,0.01185624,0,
C-11cb0c38e7f680b5c70e,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,10,318780337,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T11:43:25.945121+00:00,2026-08-25T11:44:15.197670+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5686,128,0,0.0,0,
C-0932b1d9d611f1c0c56b,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,P_L0,canonical,L0,,M0,M1;M2;M3;M4;M5;M6;M7,0,7,174578002,ok,a6caed7c42896c0f99a47f3cbbc548b28e9c43116ffb7c09410af499a777eb8c,7a3b50ed6198b02a0e166807e745e3f52e54ac0a8b19948d97142c39aea73c65,AUDIT-b17d123fb89219a9,2026-08-25T11:44:15.209469+00:00,2026-08-25T11:44:49.599056+00:00,deepseek-v4-pro,remote_provider,981,1965,1776,0.00907632,0,
C-d347edc794965c36cf49,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L1,evidence_free_negative_control,L1,,,M0;M1;M2;M3;M4;M5;M6;M7,0,1,3564967232,ok,e798f3687f34b8da6993f4cfddcb2b51c1b246140b09dbd6089be601144cec24,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-f436babb35d90536,2026-08-25T11:44:49.612722+00:00,2026-08-25T11:44:54.316516+00:00,gpt-5.6-terra,remote_provider,864,105,0,0.002988,0,
C-d764a9526f0510129d43,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L6,evidence_free_negative_control,L6,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,3633959115,ok,3e924aa863c9cf97c4c8564b384302762224368bb1bdeede476428557887cf31,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-aea093381a53a3f2,2026-08-25T11:44:54.329058+00:00,2026-08-25T11:45:23.262313+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,927,115,0,0.0,0,
C-665362643ad00a149a00,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,10,1737001437,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T11:45:23.273327+00:00,2026-08-25T11:45:31.863747+00:00,gpt-5.6-terra,remote_provider,2994,395,238,0.010728,0,
C-c8276172d8c622ddc220,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,5,3378284779,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T11:45:31.873769+00:00,2026-08-25T11:47:42.030162+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5771,117,0,0.0,0,
C-d6e3995b3c8d4f3fe5c1,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1010,factorial,,1010,M0;M1;M2;M3;M4;M6,M5;M7,0,7,3625500884,ok,36389cca04fc6786e33f7ddc9bf458a19b5d1e453e3b9474bf6252edb1329107,f9d6c998179d35a40cbbdbb54f51cd4cee99dd28583d49b7889256a32e67f2cd,AUDIT-7b22ece2b37e902a,2026-08-25T11:47:42.040800+00:00,2026-08-25T11:48:30.216509+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4496,126,0,0.0,0,
C-8b777406dfd190edbbf5,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1001,factorial,,1001,M0;M1;M2;M3;M4;M7,M5;M6,0,1,2360122239,ok,7a0e7b6d9ddd54ba035d1a779dfdc8ccb01c924a6c2343208f2da83b4742622c,3f0d402b4da8883a2c70dbc78c94c87e7e37dc26a0ad3022be5bf41b4722ddd8,AUDIT-3366c29b17bb3e44,2026-08-25T11:48:30.229006+00:00,2026-08-25T11:48:39.144106+00:00,gpt-5.6-terra,remote_provider,3924,356,209,0.01212,0,
C-ea8e74baee6e07d10394,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0001,factorial,,0001,M0;M1;M2;M3;M7,M4;M5;M6,0,2,3955465267,ok,6a675819e8062e65062ec4ee8c1afb0a1e8575fe21f1788ce19dc50633175afa,2f2277db14be200a7f9e501c12ed6e43e20296f440d619230de510d57bd1b323,AUDIT-a4850afa74e188ae,2026-08-25T11:48:39.154958+00:00,2026-08-25T11:50:36.951071+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4002,124,0,0.0,0,
C-6672df457f2b7cb0b6ad,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L1,evidence_free_negative_control,L1,,,M0;M1;M2;M3;M4;M5;M6;M7,0,1,1739065022,ok,e798f3687f34b8da6993f4cfddcb2b51c1b246140b09dbd6089be601144cec24,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-f436babb35d90536,2026-08-25T11:50:36.964353+00:00,2026-08-25T11:51:03.466693+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,889,115,0,0.0,0,
C-ca3db867b58692b2315a,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,1,3413303264,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T11:51:03.477544+00:00,2026-08-25T11:51:43.872388+00:00,deepseek-v4-pro,remote_provider,2568,2362,2226,0.01274328,0,
