call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,present_evidence_ids,missing_evidence_ids,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error
T-0637570355b6e517ddbf,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,5,3231779026,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:54:58.235330+00:00,2026-08-26T10:55:49.149532+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,
T-ff5feb811ee5df852d95,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,6,3227163988,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:55:49.161217+00:00,2026-08-26T10:56:15.628506+00:00,deepseek-v4-pro,remote_provider,780,1633,1492,0.00749628,0,
T-2afcc6b0640b2e754c15,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,8,2535167814,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:15.640117+00:00,2026-08-26T10:56:19.982213+00:00,gpt-5.6-terra,remote_provider,797,189,65,0.003862,0,
T-94ab47feba25fa162135,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,9,1935914247,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:19.990730+00:00,2026-08-26T10:56:25.102781+00:00,gpt-5.6-terra,remote_provider,797,212,77,0.004138,0,
T-fc0b5f382bab896ef5b9,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,4,3803984982,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:56:25.113028+00:00,2026-08-26T10:56:29.896933+00:00,gpt-5.6-terra,remote_provider,956,226,94,0.004624,0,
T-fdc9af24a8f3f1d65e10,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,3,1323686151,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:56:29.903588+00:00,2026-08-26T10:56:56.869953+00:00,deepseek-v4-pro,remote_provider,948,1501,1347,0.00719532,0,
T-a2dd897c58340cbbf654,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,10,2663011956,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:56.885321+00:00,2026-08-26T10:57:03.045328+00:00,gpt-5.6-terra,remote_provider,797,184,53,0.003802,0,
T-111253660999c410759e,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,10,3977852300,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:57:03.060453+00:00,2026-08-26T10:57:06.642771+00:00,gpt-5.6-terra,remote_provider,956,131,0,0.003484,0,
T-ffbf4db8c01ef118b8e1,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,1,263058238,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:57:06.648984+00:00,2026-08-26T10:57:44.707872+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,
T-2a81fa3d161d067eecd7,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,5,985296275,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:57:44.724243+00:00,2026-08-26T10:57:48.775960+00:00,gpt-5.6-terra,remote_provider,797,164,41,0.003562,0,
T-e2ebaebe1b77597cb3cd,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,4,2550223920,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:57:48.790705+00:00,2026-08-26T10:58:39.235613+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,
T-c3acbf215a857802a9c8,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,3,1571442169,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:58:39.255215+00:00,2026-08-26T10:58:44.782953+00:00,gpt-5.6-terra,remote_provider,797,168,50,0.00361,0,
T-3cde699dd4f719fbb6aa,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,9,1004111824,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:58:44.801822+00:00,2026-08-26T10:59:18.012042+00:00,deepseek-v4-pro,remote_provider,948,2016,1861,0.00923472,0,
T-05568702871081a0744f,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,5,4123410753,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:59:18.038205+00:00,2026-08-26T11:01:02.430742+00:00,deepseek-v4-pro,remote_provider,948,6460,6276,0.02683296,0,
T-522ecb00c1d7c978bbd4,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,1,79020555,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T11:01:02.455489+00:00,2026-08-26T11:01:37.125894+00:00,deepseek-v4-pro,remote_provider,948,2069,1925,0.0094446,0,
