call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,present_evidence_ids,missing_evidence_ids,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error,unsafe_causal_affirmation,correct_predictive_not_causal_boundary,predictive_association_retention,causal_status,predictive_association_status,supporting_evidence_ids,reported_missing_evidence_ids,confidence_exploratory,short_claim
T-a76b0d79c6bfb500cf9b,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,6,412446730,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:47:14.092685+00:00,2026-08-26T10:47:19.262067+00:00,gpt-5.6-terra,remote_provider,956,274,148,0.0052,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.93,"Telegram presence at launch has a supported positive predictive association with graduation (matched difference 0.945 percentage points; 95% CI 0.732–1.163), retained at five minutes. A causal effect is not identified: no qualifying exogenous shocks were supported and important controls remain unavailable or proxied."
T-33cd965ef700d02d6f83,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,10,2963819006,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:47:19.298084+00:00,2026-08-26T10:47:54.157383+00:00,deepseek-v4-pro,remote_provider,780,2255,2102,0.0099594,0,,0,1,1,not_identified,supported_positive,T0,T1,0.85,"T0 shows a strong positive predictive association: Telegram presence linked to 0.945 pp higher graduation (matched, 95% CI 0.732-1.163; e-value 5.02) on a large sample with common support. Causal identification is not established because T1 (timing falsification, exogenous-shock screen, remaining controls) is missing; absence of identification does not imply no effect."
T-d4af62a59d6f3788cc38,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,10,1920507411,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:47:54.183779+00:00,2026-08-26T10:48:46.893398+00:00,deepseek-v4-pro,remote_provider,948,3277,3129,0.01422828,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at token launch is associated with a higher terminal graduation rate after matching (0.945 pp; 95% CI 0.732–1.163; e-value 5.02), supporting a positive predictive association. Causal identification is not established because no exogenous shock is supported (0/6) and creator history, liquidity, and risk labels are unavailable or proxied."
T-973e0e8ef92ebcedbb28,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,5,2895521674,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:48:46.919940+00:00,2026-08-26T10:48:50.741749+00:00,gpt-5.6-terra,remote_provider,956,143,0,0.003628,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at launch has a positive, precisely estimated predictive association with graduation (matched difference 0.945 percentage points; 95% CI 0.732–1.163), retained in the five-minute analysis. A causal effect is not identified because no qualifying exogenous shock is supported and key confounders remain unavailable or proxied; the zero 60-minute result does not establish no causal effect."
T-5bfa4c75641003187c6c,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,2,4167989027,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:48:50.757874+00:00,2026-08-26T10:49:29.981030+00:00,deepseek-v4-pro,remote_provider,948,2434,2302,0.01089,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence at launch shows a positive predictive association with terminal graduation (matched +0.945 pp; clustered CI 0.732–1.163 pp; e-value 5.02), but causal identification is not established because no exogenous shock was supported and key confounders remain unmeasured or proxied."
T-2d35478a61eb7bfae626,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,7,888020634,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:49:30.002007+00:00,2026-08-26T10:50:09.330421+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-e4b5389b24f21de39c6b,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,2,3198780361,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:50:09.348613+00:00,2026-08-26T10:50:48.538068+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-0f2e6e749e9de0e2f93a,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,2,3858386316,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:50:48.557778+00:00,2026-08-26T10:51:40.652663+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-f6c8d76ec4ca0de4387d,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,6,2569970178,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:51:40.671224+00:00,2026-08-26T10:51:45.976204+00:00,gpt-5.6-terra,remote_provider,797,186,57,0.003826,0,,0,1,1,not_identified,supported_positive,T0,T1,0.94,"Telegram presence at launch is positively associated with terminal graduation (1.485% versus 0.166%; matched difference 0.945 percentage points, with a positive 95% CI). This supports predictive association, but causal identification is not established because timing falsification, exogenous-shock screening, and remaining controls are unavailable."
T-fd9da36d7ea807c06fc0,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,8,1636802370,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:51:45.997923+00:00,2026-08-26T10:52:24.414071+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-4e921e07f4d1492b2894,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,10,3735382647,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:52:24.427716+00:00,2026-08-26T10:53:03.059273+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-2be9853a957f80db9fd4,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,7,1703880675,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:53:03.075993+00:00,2026-08-26T10:53:53.473637+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-8a2f90f41276a4b7e238,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,8,2442791679,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:53:53.492836+00:00,2026-08-26T10:54:44.939304+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-fcfdd176f29f0afacf60,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,7,3033674136,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:54:44.961678+00:00,2026-08-26T10:54:52.337088+00:00,gpt-5.6-terra,remote_provider,797,183,54,0.00379,0,,0,1,1,not_identified,supported_positive,T0,T1,0.94,"Telegram presence at launch is positively associated with terminal graduation: 1.485% versus 0.166% unadjusted, with a matched difference of 0.945 percentage points (95% CI 0.732 to 1.163). This supports predictive association, but causal identification is not established without T1."
T-5c460a644334d686e6f4,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,2,3939809869,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:54:52.345611+00:00,2026-08-26T10:54:58.226503+00:00,gpt-5.6-terra,remote_provider,956,212,90,0.004456,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at launch is positively associated with graduation (matched difference: 0.945 percentage points; clustered 95% CI: 0.732–1.163), but a causal effect is not identified because key controls remain unavailable or proxied and no qualifying exogenous shock supports identification."
T-0637570355b6e517ddbf,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,5,3231779026,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:54:58.235330+00:00,2026-08-26T10:55:49.149532+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-ff5feb811ee5df852d95,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,6,3227163988,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:55:49.161217+00:00,2026-08-26T10:56:15.628506+00:00,deepseek-v4-pro,remote_provider,780,1633,1492,0.00749628,0,,0,1,1,not_identified,supported_positive,T0,T1,0.5,"T0 shows a positive predictive association between Telegram presence and graduation (matched difference 0.945 pp, 95% CI 0.732–1.163 pp, e-value 5.02), but causal identification is not established because T1 timing falsification, exogenous-shock screen, and remaining controls are missing."
T-2afcc6b0640b2e754c15,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,8,2535167814,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:15.640117+00:00,2026-08-26T10:56:19.982213+00:00,gpt-5.6-terra,remote_provider,797,189,65,0.003862,0,,0,1,1,not_identified,supported_positive,T0,T1,0.94,"Telegram presence at launch is positively associated with terminal graduation (matched difference: 0.945 percentage points; 95% CI: 0.732 to 1.163), but a causal effect is not identified because timing falsification, exogenous-shock screening, and remaining-controls evidence is missing."
T-94ab47feba25fa162135,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,9,1935914247,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:19.990730+00:00,2026-08-26T10:56:25.102781+00:00,gpt-5.6-terra,remote_provider,797,212,77,0.004138,0,,0,1,1,not_identified,supported_positive,T0,T1,0.9,"Telegram presence at launch is positively associated with terminal graduation in T0 (matched difference: 0.945 percentage points; clustered 95% CI: 0.732 to 1.163). This supports retained predictive association, but causal identification is not established because T1 timing-falsification, exogenous-shock, and remaining-control evidence is missing."
T-fc0b5f382bab896ef5b9,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,4,3803984982,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:56:25.113028+00:00,2026-08-26T10:56:29.896933+00:00,gpt-5.6-terra,remote_provider,956,226,94,0.004624,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.87,Telegram presence at launch is a strong positive predictor of terminal graduation: matched difference 0.945 percentage points (95% CI 0.732–1.163). Causality is not identified because no qualifying exogenous shocks were supported and important controls remain unavailable or proxied; the 60-minute null does not establish no causal effect.
T-fdc9af24a8f3f1d65e10,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,3,1323686151,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:56:29.903588+00:00,2026-08-26T10:56:56.869953+00:00,deepseek-v4-pro,remote_provider,948,1501,1347,0.00719532,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is positively associated with terminal graduation (T0 matched difference 0.945 percentage points, 95% CI 0.732-1.163; T1 five-minute matched difference 0.945), but causal identification is not established because the exogenous-shock screen found 0 supported shocks and key controls are unavailable or proxied. The after-60-minutes zero difference does not rule out an effect."
T-a2dd897c58340cbbf654,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,10,2663011956,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:56:56.885321+00:00,2026-08-26T10:57:03.045328+00:00,gpt-5.6-terra,remote_provider,797,184,53,0.003802,0,,0,1,1,not_identified,supported_positive,T0,T1,0.91,"Telegram presence at launch is positively associated with terminal graduation (1.485% versus 0.166%; matched difference 0.945 percentage points, with positive 95% CI). Matching and sensitivity evidence retain the association, but absent timing falsification, exogenous-shock screening, and remaining controls, a causal effect is not identified."
T-111253660999c410759e,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,10,3977852300,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:57:03.060453+00:00,2026-08-26T10:57:06.642771+00:00,gpt-5.6-terra,remote_provider,956,131,0,0.003484,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.93,Telegram presence at launch retains a positive predictive association with graduation: matched difference 0.945 percentage points (95% CI 0.732–1.163). A causal effect is not identified because no qualifying exogenous shocks were supported and key confounders are unavailable or proxied; the 60-minute null does not establish no causal effect.
T-ffbf4db8c01ef118b8e1,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,1,263058238,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:57:06.648984+00:00,2026-08-26T10:57:44.707872+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-2a81fa3d161d067eecd7,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,5,985296275,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:57:44.724243+00:00,2026-08-26T10:57:48.775960+00:00,gpt-5.6-terra,remote_provider,797,164,41,0.003562,0,,0,1,1,not_identified,supported_positive,T0,T1,0.9,"Telegram presence at launch is positively associated with graduation (matched difference: 0.945 percentage points; clustered 95% CI: 0.732 to 1.163), but a causal effect is not identified because timing falsification, exogenous-shock screening, and remaining controls are unavailable."
T-e2ebaebe1b77597cb3cd,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,4,2550223920,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:57:48.790705+00:00,2026-08-26T10:58:39.235613+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-c3acbf215a857802a9c8,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,3,1571442169,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:58:39.255215+00:00,2026-08-26T10:58:44.782953+00:00,gpt-5.6-terra,remote_provider,797,168,50,0.00361,0,,0,1,1,not_identified,supported_positive,T0,T1,0.9,"Telegram presence at launch is positively associated with terminal graduation after matching (0.945 percentage-point difference; CI 0.732–1.163), but a causal effect is not identified because timing falsification, exogenous-shock screening, and remaining-controls evidence are missing."
T-3cde699dd4f719fbb6aa,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,9,1004111824,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:58:44.801822+00:00,2026-08-26T10:59:18.012042+00:00,deepseek-v4-pro,remote_provider,948,2016,1861,0.00923472,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at token launch predicts higher terminal graduation (matched difference 0.945 percentage points, 95% CI 0.732-1.163 pp; E-value 5.02). Matching and five-minute estimates are consistent; after 60 minutes the estimate is 0.0 pp. Causal identification is not established: the exogenous-shock screen had 0 supported shocks and controls remain unavailable/proxied."
T-05568702871081a0744f,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,5,4123410753,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:59:18.038205+00:00,2026-08-26T11:01:02.430742+00:00,deepseek-v4-pro,remote_provider,948,6460,6276,0.02683296,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence at token launch shows a positive predictive association with graduation at launch (matched difference 0.945 percentage points, 95% CI 0.732–1.163; e-value 5.02) and at five minutes, but the association is absent after 60 minutes (difference 0.0, CI 0.0–0.0). Causal identification is not established: no exogenous shocks are supported and key controls are unavailable or proxied, so the evidence supports a predictive association but not an identified causal effect."
T-522ecb00c1d7c978bbd4,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,1,79020555,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T11:01:02.455489+00:00,2026-08-26T11:01:37.125894+00:00,deepseek-v4-pro,remote_provider,948,2069,1925,0.0094446,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at token launch is associated with higher terminal graduation (matched +0.945 pp, 95% CI 0.732-1.163), but the causal effect is not identified: the exogenous-shock screen yielded 0 supported shocks and unmeasured confounders remain; the 60-minute difference is 0.0 pp."
