case_id,rung,model,provider,run_id,run_date_utc,temperature,prompt_hash,data_access,tools_allowed,headline_estimate,ci95_low,ci95_high,worked_decision,self_reported_confidence,mentions_control_group,mentions_pretrend,mentions_stakeholders,mentions_uncertainty,final_claim,raw_response_path,ablation_id,ablation_family,removed_scaffold,model_spec_id,execution_status,error
pumpswap_shilin_application,L6,deepseek-chat,DeepSeek,1,2026-08-05T03:18:34.662534+00:00,0.0,116b821adb6fe0a7358635149cdabbb70e6df3855ba109173cd399f714b26004,market panel plus inference outputs; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in aggregate log volume after controlling for market trends and accounting for few clusters; the confidence interval spans zero and the wild bootstrap p-value is 0.6875. While operational mechanisms (RPC, Moralis) show activity, causal welfare or volume gains are not identified at this rung.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L6_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L7,deepseek-chat,DeepSeek,1,2026-08-05T03:18:37.439316+00:00,0.0,0901f124dfca568a363d41099092b3cc283015d9c45986100132f4d18deb22be,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present; ablation=baseline,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,depends_on_stakeholder,0.6875,0,0,1,1,"Aggregate activity is only one stakeholder metric; creator, retail fairness, security, UX, and community metrics are reported separately.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L7_run001.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L7,deepseek-chat,DeepSeek,1,2026-08-05T03:18:41.623161+00:00,0.0,1a9774f31bd63c24a3c51485740f3cad52034b923b84339d4f3fa7810f96aa58,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,depends_on_stakeholder,0.6875,0,0,1,1,"The PumpSwap regime shows no statistically significant aggregate volume effect (estimate 0.41, 95% CI -1.34 to 1.34, p=0.69). However, stakeholder-specific outcomes vary: creators see operational migration support (RPC pool activity 99.09% lower bound), retail faces higher concentration risk (52.4 pp higher high/critical risk), and community sentiment remains unmeasured. Therefore, the regime's success depends on stakeholder: pending for creators and community, retail risk higher, and aggregate activity uncertain.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L7_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L7,deepseek-chat,DeepSeek,1,2026-08-05T03:18:44.798319+00:00,0.0,fd8a2ce5849886e1d9a03bad354c033484baee6cf5ab6f31942a157f5b5b2899,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,depends_on_stakeholder,0.6875,0,0,1,1,"Aggregate activity is only one stakeholder metric; creator, retail fairness, security, UX, and community metrics are reported separately.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L7_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L7,deepseek-chat,DeepSeek,1,2026-08-05T03:18:49.001103+00:00,0.0,16d06e75dccbc39c5de0c1e2ff8144b2d18566e3064b3e1b71a3ba0a6c9df88c,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,0,0,0,1,"The market-level estimate of the Pump.fun to PumpSwap migration effect on log(1 + daily volume USD) is 0.4117 with a 95% wild-cluster bootstrap CI of [-1.3423, 1.3423] and p=0.6875. This is not statistically significant and should not be interpreted as clean causal evidence. The RPC post-migration pool windows confirm PumpSwap as an operational liquidity venue (full-sample 30d activity lower bound 99.09%, complete-window active share 100%), but these are not decoded USD volume or welfare outcomes. The Moralis decoded sample provides 57,743 swap rows across 294 covered 30d token windows, but cannot be generalized to all graduated tokens or used for causal claims. Overall, the evidence does not support a clean causal welfare gain from aggregate volume alone.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L7_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L7,deepseek-chat,DeepSeek,1,2026-08-05T03:18:52.485602+00:00,0.0,51325b400a44786bf291ff8bba768a3bee836545c74cda8d6524480957cd3adb,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,depends_on_stakeholder,0.6875,0,0,1,1,"Aggregate activity is only one stakeholder metric; creator, retail fairness, security, UX, and community metrics are reported separately.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L7_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L0,deepseek-reasoner,DeepSeek,1,2026-08-05T03:19:16.975850+00:00,0.0,747d6b329ad5841e3f53ec8a155ee39efb90462fa9957123335a17863701a526,market_daily_panel only; ablation=baseline,none; API runner appended local artifact bundle,nan,nan,nan,no_or_uncertain,0.0,0,0,0,1,Agentic ablation run failed: JSONDecodeError,artifacts/agent_runs/raw_ablation/DeepSeek_reasoner_baseline_L0_run001.json,baseline,baseline,nan,DeepSeek_reasoner,error,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
pumpswap_shilin_application,L0,deepseek-chat,DeepSeek,2,2026-08-05T03:41:47.038360+00:00,0.0,747d6b329ad5841e3f53ec8a155ee39efb90462fa9957123335a17863701a526,market_daily_panel only; ablation=baseline,none; API runner appended local artifact bundle,0.6687211175877295,0.5458447590488631,0.7915974761265958,yes,0.25,1,0,1,1,"The PumpSwap regime was associated with a statistically significant increase in the log of Pump ecosystem daily volume (estimate 0.669, 95% CI 0.546 to 0.792). However, this is a before-after comparison without a control group, so causality cannot be inferred. Stakeholder outcomes are pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L0_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L0,deepseek-chat,DeepSeek,2,2026-08-05T03:41:50.374696+00:00,0.0,2c7783d33ce71751183fd218c9cfec077110d655f7d4364e0108e27a6a67e457,market_daily_panel only; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.6687211175877295,0.5458447590488631,0.7915974761265958,yes,0.25,1,0,1,1,"At L0, the before-after comparison shows a positive change in log(1 + Pump ecosystem daily volume USD) of 0.669 (95% CI 0.546 to 0.792) after the PumpSwap migration. However, this is a descriptive before-after estimate with no control group or stakeholder outcome, so the causal claim that the regime 'worked' is pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L0_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L0,deepseek-chat,DeepSeek,2,2026-08-05T03:41:54.512476+00:00,0.0,d810ade3483c2ac58427d4dc38182f9d5189951a0f5d2aec07fc8e2767f3494c,market_daily_panel only; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.6687211175877295,0.5458447590488631,0.7915974761265958,yes,0.9,1,0,0,1,"The Pump.fun to PumpSwap migration on 2025-03-20 was associated with a statistically significant increase in log(1 + Pump ecosystem daily volume USD) of 0.669 (95% CI: 0.546 to 0.792), based on the L0 operational dashboard estimand. This suggests the migration worked in the short term, though the analysis lacks a control group and does not account for confounding factors.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L0_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L0,deepseek-chat,DeepSeek,2,2026-08-05T03:41:58.157037+00:00,0.0,11d997736f7d0289894f362710e323e94f3a23031b223d083a7f5f5255453383,market_daily_panel only; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312618,-0.0295422293902083,0.852940497852732,no_or_uncertain,0.0,0,0,0,1,"Based on a before-after comparison (L0), the point estimate for the outcome change is 0.41, but the 95% confidence interval includes zero (-0.03 to 0.85), so we cannot conclude a statistically significant effect. This is a simple before-after estimate and does not account for confounding factors; no causal claim is made.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L0_run002.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L0,deepseek-chat,DeepSeek,2,2026-08-05T03:42:01.695078+00:00,0.0,7f91a700b3bfc7679fa87c9e78f41866ed769e0e587c130858e1edce81fe48ef,market_daily_panel only; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.6687211175877295,0.5458447590488631,0.7915974761265958,yes,0.7,1,0,0,1,"The PumpSwap regime was associated with a statistically significant increase in Pump ecosystem daily volume (log-scale) of 0.669 (95% CI: 0.546 to 0.792), suggesting the migration worked. However, this is a before-after estimate without a control group, so causal attribution is limited.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L0_run002.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L1,deepseek-chat,DeepSeek,2,2026-08-05T03:42:05.455879+00:00,0.0,df741939b962df6519f136e95b3fe7ed47d2db76203631131f3d526a80cabe6f,market_daily_panel with control units; ablation=baseline,none; API runner appended local artifact bundle,0.4116991342312515,-0.0288085913765485,0.8522068598390515,no_or_uncertain,0.25,1,0,1,1,"The naive DiD estimate for log daily volume is 0.41 (95% CI -0.03 to 0.85), p=0.067, which is not statistically significant at the 5% level. The confidence interval includes zero, so we cannot conclude that the PumpSwap migration increased volume. The estimate is based on a naive DiD with Solana DEX controls but no fixed effects, and the outcome is operational (daily volume), not a stakeholder outcome. Therefore, the evidence is insufficient to claim the PumpSwap regime worked.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L1_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L1,deepseek-chat,DeepSeek,2,2026-08-05T03:42:10.241666+00:00,0.0,e9810c345e8d649502c9ff6282c0c3d775fa921699bcf9a5a7fe649c7c46e440,market_daily_panel with control units; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.4116991342312515,-0.0288085913765485,0.8522068598390515,no_or_uncertain,0.5,1,0,1,1,"The naive DiD estimate for log daily volume is 0.41 (95% CI -0.03 to 0.85), p=0.067, which is not statistically significant at the 5% level. The confidence interval includes zero, so we cannot conclude that the PumpSwap migration increased daily volume. The estimate is based on a naive DiD with Solana DEX controls but no unit/date fixed effects, and the outcome is a proxy for ecosystem activity, not a direct stakeholder outcome. Therefore, the evidence is insufficient to claim the PumpSwap regime worked.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L1_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L1,deepseek-chat,DeepSeek,2,2026-08-05T03:42:13.107194+00:00,0.0,0c34c284cb98c83531f74ed2367e97c81ab0085012a1d47ab2f86f3e24559820,market_daily_panel with control units; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.4116991342312515,-0.0288085913765485,0.8522068598390515,no_or_uncertain,0.066978431567946,1,0,0,1,"The naive DiD estimate is 0.41 with a 95% CI spanning zero, so we cannot confidently conclude the migration increased volume.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L1_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L1,deepseek-chat,DeepSeek,2,2026-08-05T03:42:19.099984+00:00,0.0,f50140d827f61090843714214598ab58a4db54c15c4cdf09c8903b98e1f07c9c,market_daily_panel with control units; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312515,-0.0288085913765485,0.8522068598390515,no_or_uncertain,0.0,1,0,0,1,"The naive DiD estimate is 0.41 log points (95% CI: -0.03 to 0.85), but the confidence interval includes zero and the p-value is 0.067, so the effect is not statistically significant at conventional levels. The estimate is uncertain and should not be interpreted as causal.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L1_run002.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L1,deepseek-chat,DeepSeek,2,2026-08-05T03:42:22.268272+00:00,0.0,dc31dea9bd450b54c2f622754adc324a0c424865d075486329705c5e76021cd1,market_daily_panel with control units; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.4116991342312515,-0.0288085913765485,0.8522068598390515,no_or_uncertain,0.5,1,0,1,1,"The naive DiD estimate for log(1 + daily volume USD) is 0.41 with a 95% CI spanning zero, so the PumpSwap regime's effect on volume is not statistically distinguishable from zero at the 5% level. The result is uncertain; no stakeholder outcome is identified.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L1_run002.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,2,2026-08-05T03:42:25.167787+00:00,0.0,05ff00224fb133f8bc69b95a0c8212d3c9de1ee3a3f74afe980eef785e50bdbf,market_daily_panel; ablation=baseline,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.5,1,0,1,1,"The PumpSwap migration did not produce a statistically significant change in aggregate daily volume at the 5% level (estimate 0.41, 95% CI [-0.13, 0.95]). The outcome is an aggregate volume metric, not a stakeholder outcome, so the question of whether the regime 'worked' remains pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L2_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,2,2026-08-05T03:42:29.271069+00:00,0.0,bbea53068e8d9e11afc0c05e333e8657e995bc36f662249ad54927701e237b5d,market_daily_panel; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.5,0,0,0,1,"The PumpSwap migration is associated with a positive but statistically insignificant change in aggregate daily volume (log-scale) at the market level, so the evidence is insufficient to conclude the regime worked.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L2_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,2,2026-08-05T03:42:32.384966+00:00,0.0,1d1d07d78427d91861483931198456d0ccc99bf49b546479746307b115a9be6c,market_daily_panel; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.1348890690674124,0,0,0,1,Market-level TWFE. Still an aggregate-volume estimand.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L2_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,2,2026-08-05T03:42:36.530823+00:00,0.0,a5710aba5af5952725ac5ea0253f6dc41756a826de42ef7486862e90d53a6d09,market_daily_panel; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.1348890690674124,0,0,0,1,"The L2 estimate is 0.41 (95% CI -0.13 to 0.95), but the confidence interval includes zero and the p-value is 0.135, so we cannot conclude that the Pump.fun to PumpSwap migration had a statistically significant effect on daily volume. The estimate is uncertain and the decision is 'no_or_uncertain'.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L2_run002.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,2,2026-08-05T03:42:40.416425+00:00,0.0,9656f31b379c85b428b14699e614e91d11f78a626188e4343af0de3c5875dc4e,market_daily_panel; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.6,1,0,0,1,The PumpSwap migration did not show a statistically significant change in daily volume at the 95% level; the effect is uncertain and may be zero.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L2_run002.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,2,2026-08-05T03:42:43.038052+00:00,0.0,7dfde7c1893fc2a64ea5d9739bb8c3c6ab6f5f707f2a0dbee3186f7513eda96b,market_daily_panel plus estimator note; ablation=baseline,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.25,0,1,1,1,"The PumpSwap regime is associated with a statistically significant increase in log volume post-event, but pre-trend violations and the absence of stakeholder-level outcomes limit causal interpretation; the headline estimate is not a clean causal effect.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L3_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,2,2026-08-05T03:42:46.380860+00:00,0.0,2da2aab4421dd6cda9e751d6807732617d8876ddbacf8ad737f23f19825b98d3,market_daily_panel plus estimator note; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.5,0,1,1,1,"The PumpSwap migration is associated with a statistically significant average post-event increase in log daily volume of 0.836 (95% CI 0.472 to 1.200) in the L3 dynamic event-study specification. However, this is an aggregate volume estimand, not a stakeholder outcome such as revenue or user surplus; the causal interpretation relies on parallel trends and no anticipation, which are not fully verified. Therefore, the headline effect is positive and significant, but the broader question of whether the regime 'worked' for stakeholders remains pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L3_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,2,2026-08-05T03:42:50.576186+00:00,0.0,2be53da9a71f3a8bc025ea9074fab6dfd905af0584ccec1aa620aff540d99711,market_daily_panel plus estimator note; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.5,0,1,0,1,"The migration to PumpSwap is associated with a statistically significant average post-event increase in log daily volume of 0.836 (95% CI: 0.472 to 1.200), but pre-trend diagnostics indicate potential violations of parallel trends, so the estimate should be interpreted with caution.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L3_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,2,2026-08-05T03:42:53.432135+00:00,0.0,956302b4fd215119ee7d8e1db4b538a3ece3169f6a6822b1b8fc3f729a2baaaa,market_daily_panel plus estimator note; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.5,1,1,0,1,"The migration to PumpSwap is associated with a statistically significant increase in log daily volume of 0.836 log points (95% CI: 0.472 to 1.200) in the post-event period, based on a single-event dynamic DiD model. However, pre-trend diagnostics indicate significant pre-existing trends, so this estimate should not be interpreted as a clean causal effect.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L3_run002.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,2,2026-08-05T03:42:57.133218+00:00,0.0,96e0cda74cbf4150efaa3150e4947fcfcf6888cfd11ba502f168044a2d9cd342,market_daily_panel plus estimator note; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.25,0,1,1,1,"The PumpSwap migration is associated with a significant increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations and lack of stakeholder outcome metrics temper causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L3_run002.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,2,2026-08-05T03:43:00.289030+00:00,0.0,f7d7808a4c00024d47c274fb3006940d2138fc46db49e5c77073e10577bcccce,market_daily_panel; ablation=baseline,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.25,0,1,1,1,"The PumpSwap migration is associated with a statistically significant average post-event increase in log daily volume of 0.836 (95% CI: 0.472, 1.200), but pre-trend diagnostics flag significant pre-existing trends, so this should not be interpreted as clean causal evidence. Stakeholder outcomes (e.g., trader surplus, liquidity provider returns) are not identified in the provided data; pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L4_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,2,2026-08-05T03:43:03.336761+00:00,0.0,f827ed0b36656384fe38ee327174a446fbc100f2782e6fa6e3447296211ceccc,market_daily_panel; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.7,1,0,1,1,"The PumpSwap migration is associated with a statistically significant average increase in log daily volume of 0.836 (95% CI 0.472 to 1.200) in the post-event period, based on a single-event dynamic DiD analogue. However, this is an aggregate volume estimand, not a stakeholder outcome; the causal interpretation is limited by the lack of a true control group and potential confounding.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L4_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,2,2026-08-05T03:43:06.244592+00:00,0.0,ac495c0a56843c2b5b855887522ba2ea7c4670089ffc217ab90c1e78c2028414,market_daily_panel; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.0,0,1,0,1,Pre-trend risk detected; market-level volume estimates should not be read as clean causal evidence.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L4_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,2,2026-08-05T03:43:09.082389+00:00,0.0,ab7be1455d4dc7d210869511d0f708d9342ec35e467e9be413285bae562fbe58,market_daily_panel; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.3,0,1,0,1,"The migration to PumpSwap is associated with a statistically significant increase in daily trading volume, but pre-trend violations undermine a causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L4_run002.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,2,2026-08-05T03:43:12.242655+00:00,0.0,fe1d3a4440cb81fe2c516fdbb093b94feb620c2f760c8b9c63aae303104aca20,market_daily_panel; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.3,0,1,0,1,"The PumpSwap migration is associated with a statistically significant increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations undermine a causal interpretation. The regime appears to have worked in terms of volume, but the evidence is not clean.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L4_run002.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,2,2026-08-05T03:43:15.453069+00:00,0.0,e8e94c27a8a462c95b1e33763b098e2f385572c0c56fa1f5c6577a9bdce5a561,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=baseline,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,0.7,1,0,1,1,"The PumpSwap regime did not reduce retail risk exposure: high-concentration tokens carry a 52.4 pp higher probability of high/critical source-coded risk, and the market remains dominated by extreme holder concentration (p90 top-10 share 100%). While aggregate volume effects are positive, the stakeholder outcome for retail traders is adverse, so the regime cannot be judged as working for them.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L5_run002.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,2,2026-08-05T03:43:18.645440+00:00,0.0,19f9751915b86c0936709fe6afb25cd4d3fb8221553460b8b1a73b8574097833,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,0.7,1,0,1,1,"The PumpSwap regime did not clearly work for retail traders: high-concentration tokens carry a 52.4 percentage-point higher source-coded high/critical risk probability, and the graduation funnel is extremely thin (0.198%) with 99.8% timeouts. However, causal welfare effects remain pending due to missing joined Dune early-buyer data and incomplete external validation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L5_run002.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,2,2026-08-05T03:43:21.217714+00:00,0.0,4d868084537cdebb539b6b9f0a2c597eb6782a4343d702c4e986e683c81d6c40,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,3.7477421454442e-161,0,0,1,1,"L5 source-coded risk probability is 52.4 percentage points higher for high-concentration tokens, indicating retail risk is higher.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L5_run002.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
