case_id,rung,model,provider,run_id,run_date_utc,temperature,prompt_hash,data_access,tools_allowed,headline_estimate,ci95_low,ci95_high,worked_decision,self_reported_confidence,mentions_control_group,mentions_pretrend,mentions_stakeholders,mentions_uncertainty,final_claim,raw_response_path
pumpswap_application,L5,deepseek-chat,DeepSeek,4,2026-07-30T17:57:41.028579+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, but this is a proxy association, not a causal effect on stakeholder welfare.",artifacts/agent_runs/raw/deepseek-chat_L5_run004.json
pumpswap_application,L5,deepseek-chat,DeepSeek,5,2026-07-30T17:57:43.775861+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, but this is a proxy association, not a causal effect on stakeholder welfare.",artifacts/agent_runs/raw/deepseek-chat_L5_run005.json
pumpswap_application,L5,deepseek-chat,DeepSeek,6,2026-07-30T17:57:46.394550+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,1,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, indicating elevated retail risk, but causal attribution is limited by pre-trend concerns and proxy associations.",artifacts/agent_runs/raw/deepseek-chat_L5_run006.json
pumpswap_application,L5,deepseek-chat,DeepSeek,7,2026-07-30T17:57:49.122483+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,1,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, indicating elevated retail risk, but causal attribution is limited by pre-trend concerns and proxy associations.",artifacts/agent_runs/raw/deepseek-chat_L5_run007.json
pumpswap_application,L5,deepseek-chat,DeepSeek,8,2026-07-30T17:57:51.680721+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, but this is a proxy association, not a causal effect on stakeholder welfare.",artifacts/agent_runs/raw/deepseek-chat_L5_run008.json
pumpswap_application,L5,deepseek-chat,DeepSeek,9,2026-07-30T17:57:54.186884+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, indicating elevated retail risk.",artifacts/agent_runs/raw/deepseek-chat_L5_run009.json
pumpswap_application,L5,deepseek-chat,DeepSeek,10,2026-07-30T17:57:57.325642+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration increased retail risk exposure: high-concentration tokens show 52.4 pp higher high/critical risk probability, with 60.1% of tokens highly concentrated and 78.5% high/critical risk, while graduation rate remains below 0.2%.",artifacts/agent_runs/raw/deepseek-chat_L5_run010.json
pumpswap_application,L6,deepseek-chat,DeepSeek,1,2026-07-30T17:58:00.976450+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI: -1.34 to 1.34, p=0.75) after controlling for Solana DEX activity and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run001.json
pumpswap_application,L6,deepseek-chat,DeepSeek,2,2026-07-30T17:58:03.985013+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX activity and using few-cluster robust inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run002.json
pumpswap_application,L6,deepseek-chat,DeepSeek,3,2026-07-30T17:58:07.123284+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,1,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX volume and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand limit causal interpretation; stakeholder outcomes remain pending.",artifacts/agent_runs/raw/deepseek-chat_L6_run003.json
pumpswap_application,L6,deepseek-chat,DeepSeek,4,2026-07-30T17:58:11.091158+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,0,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for few clusters and wild bootstrap, so the evidence is uncertain and does not support a clear causal welfare gain.",artifacts/agent_runs/raw/deepseek-chat_L6_run004.json
pumpswap_application,L6,deepseek-chat,DeepSeek,5,2026-07-30T17:58:14.310870+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,1,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI: -1.34 to 1.34, p=0.75) after controlling for Solana DEX volume and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand limit causal interpretation; stakeholder outcomes remain pending.",artifacts/agent_runs/raw/deepseek-chat_L6_run005.json
pumpswap_application,L6,deepseek-chat,DeepSeek,6,2026-07-30T17:58:17.483239+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.25,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX activity and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run006.json
pumpswap_application,L6,deepseek-chat,DeepSeek,7,2026-07-30T17:58:20.744162+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX activity and using few-cluster robust inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run007.json
pumpswap_application,L6,deepseek-chat,DeepSeek,8,2026-07-30T17:58:23.748480+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.25,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX volume and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run008.json
pumpswap_application,L6,deepseek-chat,DeepSeek,9,2026-07-30T17:58:26.828299+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.25,1,1,0,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI [-1.34, 1.34], p=0.75) after controlling for Solana DEX activity and using few-cluster robust inference. Pre-trend risk and aggregate volume estimand prevent a clean causal welfare claim.",artifacts/agent_runs/raw/deepseek-chat_L6_run009.json
pumpswap_application,L6,deepseek-chat,DeepSeek,10,2026-07-30T17:58:30.053691+00:00,0.0,e64b0c232a7e99483d206002b556ed2f75f9e46b3feeb029eb59ef73903cd03e,market panel plus inference outputs,none; API runner appended local artifact bundle,0.41169913423098825,-1.3423157539382797,1.3423157539377872,no_or_uncertain,0.75,1,1,1,1,"The PumpSwap regime shows a positive but statistically insignificant effect on log daily volume (0.41, 95% CI: -1.34 to 1.34, p=0.75) after controlling for Solana DEX volume and using few-cluster wild bootstrap inference. Pre-trend risk and aggregate volume estimand limit causal interpretation; stakeholder outcomes remain pending.",artifacts/agent_runs/raw/deepseek-chat_L6_run010.json
pumpswap_application,L7,deepseek-chat,DeepSeek,1,2026-07-30T17:58:34.797939+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, CI spans zero). For creators, token-level persistence is supported by RPC pool activity (99%+ 30d active share) and Moralis decoded sample (57,743 swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. For security, RPC mechanism validates operational migration. For UX, community sentiment and TVL panels are available but not causally identified. For community, Discord sentiment panel exists but no causal estimate. Overall, the regime shows operational success but causal welfare gains are not established.",artifacts/agent_runs/raw/deepseek-chat_L7_run001.json
pumpswap_application,L7,deepseek-chat,DeepSeek,2,2026-07-30T17:58:38.906774+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, CI spans zero). Stakeholder-specific metrics: creator graduation persistence is supported by RPC pool activity (99%+ active windows) and Moralis decoded sample (294 tokens with positive swaps), but retail fairness shows higher risk in concentrated tokens (52.4 pp). Community sentiment and UX metrics are pending. Overall, the regime shows operational success for post-migration liquidity but causal welfare gains are not established.",artifacts/agent_runs/raw/deepseek-chat_L7_run002.json
pumpswap_application,L7,deepseek-chat,DeepSeek,3,2026-07-30T17:58:42.572792+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, wide CI). For creators, token-level persistence is supported by RPC pool activity (99%+ 30d active) and Moralis decoded sample (57k swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. Security and UX metrics are pending. Community sentiment data available but not causally linked.",artifacts/agent_runs/raw/deepseek-chat_L7_run003.json
pumpswap_application,L7,deepseek-chat,DeepSeek,4,2026-07-30T17:58:45.746266+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate activity shows no clean causal effect (wild bootstrap p=0.75). Creator, retail fairness, security, UX, and community metrics are pending; no single stakeholder outcome is identified as positive.",artifacts/agent_runs/raw/deepseek-chat_L7_run004.json
pumpswap_application,L7,deepseek-chat,DeepSeek,5,2026-07-30T17:58:50.018907+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, wide CI). For creators, token-level persistence is supported by RPC pool activity (99%+ 30d active share) and Moralis decoded sample (57,743 swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. For security, RPC mechanism validates operational migration. For UX, community sentiment and TVL data are pending. For community, Discord sentiment panel is available but not causally linked. Overall, the regime shows operational success but causal welfare gains are not identified.",artifacts/agent_runs/raw/deepseek-chat_L7_run005.json
pumpswap_application,L7,deepseek-chat,DeepSeek,6,2026-07-30T17:58:54.370339+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, wide CI). For creators, token-level persistence is supported by RPC pool activity (99%+ 30d active) and Moralis decoded sample (57k swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. For security, RPC mechanism validates operational migration. For UX, community sentiment and TVL panels are available but not causally identified. For community, Discord sentiment panel exists but no causal estimate. Overall, the regime shows operational success but causal welfare gains are not cleanly identified.",artifacts/agent_runs/raw/deepseek-chat_L7_run006.json
pumpswap_application,L7,deepseek-chat,DeepSeek,7,2026-07-30T17:58:57.930506+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, wide CI). For creators, token-level persistence is supported by RPC pool activity (99%+ 30d active) and Moralis decoded sample (57k swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. Security and UX metrics are pending full decoded outcomes. Community sentiment data available but not causally identified.",artifacts/agent_runs/raw/deepseek-chat_L7_run007.json
pumpswap_application,L7,deepseek-chat,DeepSeek,8,2026-07-30T17:59:01.300472+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, CI spans zero). Token-level concentration/risk proxy shows higher risk for high-concentration tokens. Creator, retail fairness, security, UX, and community metrics are pending.",artifacts/agent_runs/raw/deepseek-chat_L7_run008.json
pumpswap_application,L7,deepseek-chat,DeepSeek,9,2026-07-30T17:59:03.936430+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate activity is only one stakeholder metric; creator, retail fairness, security, UX, and community metrics are reported separately.",artifacts/agent_runs/raw/deepseek-chat_L7_run009.json
pumpswap_application,L7,deepseek-chat,DeepSeek,10,2026-07-30T17:59:08.108081+00:00,0.0,7cd03fef879a0534b66f09500a4da7696eb543d29228afb5b3b352d049b5d4b4,all computed tables plus data-availability ledger and Moralis decoded outcome sample when present,none; API runner appended local artifact bundle,0.4116991342309882,-1.3423157539382795,1.3423157539377872,depends_on_stakeholder,0.75,0,0,1,1,"Aggregate volume effect is uncertain (p=0.75, wide CI). For creators, token-level persistence is supported by RPC pool activity (99%+ active) and Moralis decoded sample (57k swaps, 294 tokens). For retail fairness, high-concentration tokens show 52.4 pp higher risk. For security, RPC mechanism validates operational migration. For UX, community sentiment and TVL panels are available but not causally identified. For community, Discord sentiment panel exists but no causal estimate. Overall, the regime shows operational success but causal welfare gains are not cleanly identified.",artifacts/agent_runs/raw/deepseek-chat_L7_run010.json
